album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,231826,2ls70nUDfjzm1lSRDuKxmw,Blank Space,66,0.0794,0.75,0.687,0.0,5,0.0732,-5.44,1,0.0704,96.031,0.597
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,231000,71PmZqBXH0RUETqxpwlV0w,Style,55,0.00246,0.592,0.799,0.000933,2,0.112,-5.473,1,0.0397,94.992,0.516
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,235800,7EpVQjqtKygiwJIASxMWNg,Out Of The Woods,50,0.001,0.557,0.831,1.53e-05,7,0.334,-6.855,1,0.039,92.008,0.34
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,193293,4NNolUeL5m2ju7kf8pdg6H,All You Had To Do Was Stay,60,0.00164,0.603,0.733,2.99e-05,5,0.11,-5.692,1,0.035,97.031,0.514
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,219200,1kKlhuQE0HXp1IwBRpaH2P,Shake It Off,53,0.0543,0.644,0.789,0.0,7,0.184,-5.351,1,0.172,160.041,0.932
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,207440,5RVJ6VKfwtosA5Q1qeHdjF,I Wish You Would,46,0.0173,0.653,0.903,8.16e-05,0,0.108,-5.914,1,0.0524,118.026,0.473
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,211933,0TvQLMecTE8utzoNmvXRbK,Bad Blood,71,0.0978,0.65,0.796,1.08e-05,7,0.172,-6.078,1,0.177,170.141,0.295
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,220440,3fVnlF4pGqWI9flVENcT28,Wildest Dreams,73,0.0704,0.559,0.689,0.00304,8,0.102,-7.344,1,0.0811,140.035,0.468
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,247533,5Z9ocF6ng0m2haHnKtHwTp,How You Get The Girl,47,0.00434,0.76,0.661,0.00711,5,0.0796,-6.094,1,0.051,119.987,0.522
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,250093,7lTxQZVXlvIX7Z3szSy8Sh,This Love,46,0.659,0.476,0.449,0.0,4,0.0846,-8.776,1,0.0351,143.919,0.0856
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,195706,6Ck9WerfsyvC4v4AylUoDp,I Know Places,54,0.247,0.64,0.767,0.0,0,0.168,-4.936,1,0.0463,79.999,0.529
1989,5fy0X0JmZRZnVa2UEicIOl,Taylor Swift,06HL4z0CvFAxyc27GXpf02,271000,2k43eySbfpDVx0PrO99UI8,Clean,47,0.25,0.808,0.374,0.0,4,0.111,-7.788,1,0.0349,103.975,0.229
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,130026,37foKV1TMjy4aJFB3VDmjQ,Bem-vindo ao meu álbum,42,0.00172,0.671,0.422,0.000319,1,0.172,-10.11,1,0.0435,120.027,0.0687
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,137170,3BBsw8GDeJZEr7Zko2gE6E,Snoop Dogg,46,0.00582,0.825,0.597,5.27e-05,8,0.0867,-11.224,1,0.188,91.013,0.552
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,132942,5LpFaCN3VvVtN5gK9eM2g1,PewDiePie,50,0.00924,0.94,0.31,0.0,1,0.0426,-10.405,1,0.573,129.916,0.629
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,166461,3H2eoMype5EJRlgodfm5fg,Eu não uso Gucci,47,0.0227,0.866,0.3,0.0,1,0.108,-10.764,1,0.508,123.835,0.268
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,137982,2oGen8vxYyBpI2jHlOckqa,Gótica Rabuda,46,0.00488,0.89,0.434,1.37e-05,0,0.385,-11.567,1,0.223,127.172,0.551
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,79987,4iU4baDsC0fNHfuw595ntf,Triste Mto Triste,43,0.0618,0.533,0.299,0.0137,1,0.117,-10.487,0,0.216,151.002,0.314
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,122317,08ATVKZIfuouv6UEN7nZKp,Ak 47,44,0.0255,0.953,0.43,0.0,1,0.0893,-11.534,1,0.51,130.068,0.465
Mais Que Um Personagem,36go3JnJEgyBR8D7CwM9Fl,Lucas Hype,2PZms5sL9CDg4rwoRFqPt5,148486,2H10eTK4JX5usWyQcLpEY0,Mais Que Um Personagem,46,0.0195,0.75,0.59,0.0,11,0.249,-10.982,0,0.296,95.024,0.477
Suicide Season,1prhMiPHHEEzK5ueEx2vWB,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,228066,4S18jumfuq7s3UKZSYGxC6,Diamonds Aren't Forever,47,9e-05,0.18,0.867,0.0,6,0.0917,-5.337,1,0.217,76.251,0.108
There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,2BxDLAnw4QPcs8U4r1StrI,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,274133,0ZxZsjMMyLgjRV1XLWlIaS,It Never Ends,52,0.000103,0.382,0.943,0.00011,8,0.396,-5.434,1,0.0872,105.032,0.128
Sempiternal (Deluxe Edition),4dhfdOEUI4tfqwdgouFTQA,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,193637,0VGXyzdRuqnpk5Tz2mRdlx,Antivist,52,2.23e-05,0.499,0.991,0.0,0,0.176,-2.249,1,0.158,137.026,0.317
A Sinfonia de Tudo Que Há,2GYQYOTOE2oIX5aNuXci4y,Fresno,2sFXe6NbmT3k7Qy4N8fE7f,274485,1j2J2UWmr43VL4hblSNO9P,A Maldição,27,0.07,0.294,0.919,0.000664,4,0.389,-3.571,0,0.105,134.649,0.394
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,171023,2isSdmQfVv32j2haL6hk9x,Intro : Persona,71,0.0278,0.469,0.87,0.0,9,0.313,-4.475,0,0.342,86.622,0.652
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,229773,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),87,0.0923,0.645,0.862,0.0,11,0.192,-4.757,0,0.0965,119.991,0.798
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,224225,5hnbE5BF2e8BCk9OMR1UVC,Mikrokosmos,76,0.125,0.58,0.858,0.0,8,0.0502,-5.212,1,0.114,174.039,0.475
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,226321,6KUE0HSSudAp9AOycaF6SH,Make It Right,76,0.0104,0.638,0.703,0.0,7,0.132,-7.874,1,0.444,105.766,0.261
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,234177,7lthOBXNue2IvedLRfkod8,HOME,76,0.0142,0.633,0.799,0.0,7,0.194,-4.625,0,0.0429,142.991,0.535
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,227275,0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,73,0.226,0.608,0.47,0.0,8,0.0963,-6.73,1,0.0428,81.0,0.241
MAP OF THE SOUL : PERSONA,1AvXa8xFEXtR3hb4bgihIK,BTS,3Nrfpe0tUJi4K4DXYWgMUX,249215,6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,75,0.04,0.502,0.91,0.0,7,0.319,-2.769,1,0.107,176.084,0.588
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,225598,4zYA8quFjwijnPm3YPz7l2,Novo Poder,44,0.0146,0.736,0.648,1.3e-05,1,0.121,-5.596,1,0.205,130.024,0.414
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,204228,4JAZOgJ8pXMIx62ES0Plwv,Porcentos,43,0.318,0.789,0.875,0.0,6,0.143,-5.645,0,0.289,125.028,0.733
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,232096,6HCOXcDsQnUjQl5FQJvMvL,Gigantes,48,0.209,0.583,0.573,0.000349,0,0.336,-7.107,0,0.0698,111.935,0.238
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,148507,6OG4DV0JcIx5ZJgTu8JGJO,Exóticos,44,0.161,0.698,0.779,0.0,9,0.0921,-6.722,1,0.392,92.89,0.423
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,251668,525iKRpCJuNRyA5OTUNzla,Julius,50,0.201,0.759,0.661,0.0,5,0.137,-6.457,0,0.363,129.794,0.658
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,263286,0iIWY5cQ3T63jZmNHB0RXf,Abebe Bikila,44,0.296,0.718,0.875,0.0,11,0.686,-4.873,0,0.345,90.016,0.832
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,294314,3yMjo7k4tTly5iyYcvQM3S,Titãs,50,0.257,0.498,0.492,1.96e-06,5,0.101,-5.39,0,0.22,134.683,0.515
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,249813,10jI01n8w6g41qiIMAcAkb,Vivos,52,0.0715,0.722,0.672,0.0,0,0.0762,-7.708,1,0.268,103.004,0.646
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,219334,7eYEQnY6Lzh3Y8jSOt3xEF,Planos,63,0.116,0.457,0.763,0.0,5,0.188,-6.985,0,0.0832,90.259,0.119
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,211672,16jqWAlgCptjND8jdJpOLE,Jovens,46,0.0806,0.708,0.79,0.0,11,0.293,-7.151,1,0.307,94.932,0.683
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,148738,4cdCTVjFGCOxwhIOBAgY6O,Deus do Furdunço,49,0.0287,0.852,0.646,3.84e-06,7,0.0922,-5.268,1,0.251,104.026,0.831
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,236066,1Fe2envYaKJp0anSCOfArY,Falam,43,0.0823,0.723,0.762,0.0,7,0.318,-7.215,1,0.297,138.019,0.74
Gigantes,4W2IL1NXpcbsYmGdAjeJGg,BK,1YOVBTvznjiDvtAj4ExHeo,271326,321NUxPmTUBVpr3Dh85q60,Correria - Remix,45,0.18,0.796,0.599,0.0,2,0.121,-7.288,1,0.366,131.061,0.487
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,116800,1N7qN1AIFwCU6FFoSbladf,Simul Justus Et Peccator,19,0.0567,0.474,0.807,0.0,5,0.342,-7.925,1,0.51,150.175,0.773
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,248200,5EEMtwr8PXa5DcRpPyPpkF,The Fort Lauderdale Five,19,0.685,0.623,0.772,0.0,11,0.104,-7.746,0,0.315,131.624,0.519
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,215541,5E5EtNyMdrJB8vEsFUpJ3N,Motion Made Visible Memories Arrested in Space,20,0.19,0.465,0.785,0.0,6,0.304,-7.245,0,0.203,139.872,0.316
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,250458,43FeI8jzJevruVRqCoPqmU,Big Business,22,0.597,0.514,0.744,1.29e-05,9,0.54,-7.576,1,0.373,160.125,0.726
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,242658,1tvyOIbI9Bydohe1njKO5e,The Dark Night of the Soul,23,0.942,0.572,0.314,4.3e-06,2,0.117,-11.014,1,0.2,69.559,0.336
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,486841,1u5Dyae6DUS5Q3StC6GFow,As Far As the East Is from the (Navel to The) West,22,0.686,0.57,0.735,1.04e-06,2,0.118,-7.409,1,0.306,129.35,0.399
Cataracts,01RhVBQHOPokrcGUWZlRKo,Levi The Poet,0bene1BaDgeo5bbwKDqcKw,442615,5dp8XnkiSEf109nqn1saPP,Keep Forgiving,30,0.793,0.565,0.371,0.0,0,0.376,-15.144,1,0.414,113.348,0.755
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,33966,1U4joDU5jHTxgETdEOYUsq,On Watch I,14,0.959,0.601,0.156,0.877,3,0.141,-24.26,1,0.0558,114.88,0.797
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,230493,650UDJsijOMeTVAo7rmtLx,Gray Havens,20,0.000146,0.263,0.765,0.006,2,0.093,-9.284,1,0.0726,149.447,0.203
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,215186,0fL4es2dzH9vZXPK3wUl5Y,Blocks,18,0.00126,0.231,0.757,0.0581,8,0.112,-11.231,1,0.0553,81.672,0.34
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,286160,579okT9pim67lupU8OhdZ5,Suburban Yellow,26,0.00647,0.469,0.514,2.73e-06,4,0.0696,-9.711,0,0.0338,142.063,0.507
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,210733,3l7ZmajnZxO79DxInLrzDg,My Violent Years,14,0.844,0.146,0.201,0.00335,6,0.169,-14.831,1,0.0416,81.983,0.066
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,299746,74HtSlb90lgXu7iG8kIKH6,Oldest Youngest,16,0.633,0.39,0.255,0.104,2,0.0955,-13.694,1,0.0293,139.774,0.0974
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,32880,6S6KcZLnP90tvLIFJN2POt,On Watch II,11,0.738,0.323,0.487,0.432,3,0.564,-17.97,1,0.0932,113.571,0.719
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,68306,1BWl4ZoVO5EDwNlRVzvoZw,E.D.,13,1.24e-05,0.292,0.975,0.69,2,0.318,-8.307,1,0.0642,189.821,0.222
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,191680,50Q25oCp4AlCUJBAhujg9k,The Author,14,0.18,0.544,0.648,0.0145,6,0.102,-12.48,1,0.0351,100.004,0.659
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,186146,0PfrwTnuL253brEOK6sgXW,Tunnel Vision Quest,11,0.515,0.43,0.207,0.821,2,0.143,-17.476,1,0.0329,119.972,0.431
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,169013,6CxuqOtgLIKUE8xgF64GPU,Like Dead Skin,11,6.19e-06,0.213,0.923,0.939,1,0.621,-9.347,1,0.0923,175.055,0.0377
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,283320,0dn2DnNksbsDQAC1jCzfLr,Schemes,14,0.000133,0.437,0.823,0.284,1,0.358,-9.911,1,0.0511,142.985,0.255
On Watch,2mDnee8BpXtRKqK4vfWi0Y,Slow Mass,3KNu5LgTN5wduuxasC2w8R,311320,6CPg4qlrVWVuKmglH5M8xF,G's End,10,0.512,0.308,0.217,0.674,1,0.145,-17.689,1,0.0307,105.868,0.129
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,214533,6X9jRxp5WT079qyQC0JEei,Life Of The Party,51,0.0663,0.667,0.614,0.0,10,0.111,-4.995,1,0.0314,113.979,0.161
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,206880,4dLMVmmQC74C4p3AWdwhff,Stitches,50,0.0152,0.746,0.754,0.0,1,0.0486,-6.681,1,0.067,149.882,0.764
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,215813,4iB4S4aVAJw8Bs2GQ2ntdI,Never Be Alone,51,0.514,0.376,0.466,5.8e-05,10,0.0781,-6.927,1,0.0353,199.835,0.276
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,225826,457TkUgKq0FJ4Fk8HOnaVf,Kid In Love,48,0.0271,0.625,0.598,0.0,7,0.15,-7.085,1,0.0336,85.011,0.369
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,180400,4lg1urGa0mNBGkfKT2jStu,I Don't Even Know Your Name,47,0.0127,0.626,0.524,0.0,3,0.099,-5.944,1,0.0422,84.865,0.56
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,161440,060xmC5Tr7AVfT1ew9OHSB,Something Big,47,0.00614,0.694,0.854,0.0,7,0.158,-3.891,0,0.043,112.007,0.803
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,190773,2THF5ECxAXorWXyTHx4Xvn,Strings,47,0.00221,0.664,0.729,0.0,8,0.251,-5.007,0,0.0533,77.992,0.685
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,169573,4mT5m1qC5t0JxmSHmBqgcM,Aftertaste,48,0.000323,0.637,0.509,0.0,1,0.0938,-5.926,1,0.0346,111.805,0.306
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,194146,2hI96mj9iIHNfqCCozP2q3,Air,46,0.252,0.758,0.501,0.0,0,0.191,-7.051,1,0.0589,78.042,0.397
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,191800,1xLfyeaBmUKmpdY2WIBPmZ,Crazy,47,0.613,0.434,0.266,0.0,4,0.109,-8.824,1,0.0364,157.334,0.284
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187026,0VbknmFhd5lBUBMqYSBKJS,A Little Too Much,48,0.473,0.553,0.507,0.0,11,0.108,-6.24,1,0.0304,83.093,0.57
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,230440,757T90z5XdtaPetOxMY4wv,This Is What It Takes,47,0.384,0.491,0.324,0.0,0,0.119,-6.703,1,0.0315,81.901,0.324
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,159786,5Ly1ifwG61OwJwR06BWRoF,Bring It Back,52,0.158,0.466,0.448,0.0,11,0.127,-7.173,0,0.0327,79.306,0.27
Handwritten (Deluxe),5Jov5724Nz13A302HM2eKG,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,217773,21TcDbGosp7w9YhTjOszgA,Imagination,74,0.0743,0.481,0.455,0.0,0,0.0694,-5.942,1,0.0286,179.468,0.333
